??(h:m:s:ms),??(V),??(A),D+(V),D-(V),????
00:04:44:280,4.748,0.498,1.9,1.9,null
00:04:44:290,4.748,0.498,1.9,1.9,null
00:04:44:300,4.748,0.498,1.9,1.9,null
00:04:44:310,4.748,0.498,1.9,1.9,null
00:04:44:320,4.748,0.498,1.9,1.9,null
00:04:44:330,4.748,0.498,1.9,1.9,null
00:04:44:340,4.748,0.498,1.9,1.9,null
00:04:44:350,4.748,0.498,1.9,1.9,null
00:04:44:360,4.748,0.498,1.9,1.9,null
00:04:44:370,4.748,0.498,1.9,1.9,null
00:04:44:380,4.748,0.498,1.9,1.9,null
00:04:44:390,4.748,0.499,1.9,1.9,null
00:04:44:400,4.748,0.499,1.9,1.9,null
00:04:44:410,4.748,0.499,1.9,1.9,null
00:04:44:420,4.748,0.499,1.9,1.9,null
00:04:44:430,4.748,0.499,1.9,1.9,null
00:04:44:440,4.748,0.499,1.9,1.9,null
00:04:44:450,4.748,0.499,1.9,1.9,null
00:04:44:460,4.748,0.499,1.9,1.9,null
00:04:44:470,4.748,0.499,1.9,1.9,null
00:04:44:480,4.748,0.499,1.9,1.9,null
00:04:44:490,4.748,0.499,1.9,1.9,null
00:04:44:500,4.748,0.499,1.9,1.9,null
00:04:44:510,4.748,0.499,1.9,1.9,null
00:04:44:520,4.748,0.499,1.9,1.9,null
00:04:44:530,4.748,0.499,1.9,1.9,null
00:04:44:540,4.748,0.499,1.9,1.9,null
00:04:44:550,4.748,0.499,1.9,1.9,null
00:04:44:560,4.748,0.499,1.9,1.9,null
00:04:44:570,4.748,0.499,1.9,1.9,null
00:04:44:580,4.748,0.499,1.9,1.9,null
00:04:44:590,4.748,0.499,1.9,1.9,null
00:04:44:600,4.748,0.499,1.9,1.9,null
00:04:44:610,4.748,0.499,1.9,1.9,null
00:04:44:620,4.748,0.499,1.9,1.9,null
00:04:44:630,4.748,0.499,1.9,1.9,null
00:04:44:640,4.748,0.499,1.9,1.9,null
00:04:44:650,4.748,0.499,1.9,1.9,null
00:04:44:660,4.748,0.499,1.9,1.9,null
00:04:44:670,4.748,0.499,1.9,1.9,null
00:04:44:680,4.748,0.499,1.9,1.9,null
00:04:44:690,4.748,0.498,1.9,1.9,null
00:04:44:700,4.748,0.498,1.9,1.9,null
00:04:44:710,4.748,0.498,1.9,1.9,null
00:04:44:720,4.748,0.498,1.9,1.9,null
00:04:44:730,4.748,0.498,1.9,1.9,null
00:04:44:740,4.748,0.498,1.9,1.9,null
00:04:44:750,4.748,0.498,1.9,1.9,null
00:04:44:760,4.748,0.498,1.9,1.9,null
00:04:44:770,4.748,0.498,1.9,1.9,null
00:04:44:780,4.748,0.498,1.9,1.9,null
00:04:44:790,4.748,0.498,1.9,1.9,null
00:04:44:800,4.748,0.498,1.9,1.9,null
00:04:44:810,4.748,0.498,1.9,1.9,null
00:04:44:820,4.748,0.498,1.9,1.9,null
00:04:44:830,4.748,0.498,1.9,1.9,null
00:04:44:840,4.748,0.498,1.9,1.9,null
00:04:44:850,4.748,0.498,1.9,1.9,null
00:04:44:860,4.748,0.498,1.9,1.9,null
00:04:44:870,4.748,0.498,1.9,1.9,null
00:04:44:880,4.748,0.498,1.9,1.9,null
00:04:44:890,4.748,0.498,1.9,1.9,null
00:04:44:900,4.748,0.498,1.9,1.9,null
00:04:44:910,4.748,0.498,1.9,1.9,null
00:04:44:920,4.748,0.498,1.9,1.9,null
00:04:44:930,4.748,0.498,1.9,1.9,null
00:04:44:940,4.748,0.498,1.9,1.9,null
00:04:44:950,4.748,0.498,1.9,1.9,null
00:04:44:960,4.748,0.498,1.9,1.9,null
00:04:44:970,4.748,0.498,1.9,1.9,null
00:04:44:980,4.748,0.498,1.9,1.9,null
00:04:44:990,4.748,0.498,1.9,1.9,null
00:04:45:000,4.748,0.498,1.9,1.9,null
00:04:45:010,4.748,0.498,1.9,1.9,null
00:04:45:020,4.748,0.498,1.9,1.9,null
00:04:45:030,4.748,0.498,1.9,1.9,null
00:04:45:040,4.748,0.498,1.9,1.9,null
00:04:45:050,4.748,0.498,1.9,1.9,null
00:04:45:060,4.748,0.498,1.9,1.9,null
00:04:45:070,4.748,0.498,1.9,1.9,null
00:04:45:080,4.748,0.498,1.9,1.9,null
00:04:45:090,4.748,0.498,1.9,1.9,null
00:04:45:100,4.748,0.498,1.9,1.9,null
00:04:45:110,4.748,0.498,1.9,1.9,null
00:04:45:120,4.748,0.498,1.9,1.9,null
00:04:45:130,4.748,0.498,1.9,1.9,null
00:04:45:140,4.748,0.498,1.9,1.9,null
00:04:45:150,4.748,0.498,1.9,1.9,null
00:04:45:160,4.748,0.498,1.9,1.9,null
00:04:45:170,4.748,0.498,1.9,1.9,null
00:04:45:180,4.748,0.498,1.9,1.9,null
00:04:45:190,4.748,0.498,1.9,1.9,null
00:04:45:200,4.748,0.498,1.9,1.9,null
00:04:45:210,4.748,0.498,1.9,1.9,null
00:04:45:220,4.748,0.498,1.9,1.9,null
00:04:45:230,4.748,0.498,1.9,1.9,null
00:04:45:240,4.748,0.498,1.9,1.9,null
00:04:45:250,4.748,0.498,1.9,1.9,null
00:04:45:260,4.748,0.498,1.9,1.9,null
00:04:45:270,4.748,0.498,1.9,1.9,null
00:04:45:280,4.748,0.498,1.9,1.9,null
00:04:45:290,4.748,0.497,1.9,1.9,null
00:04:45:300,4.748,0.497,1.9,1.9,null
00:04:45:310,4.748,0.497,1.9,1.9,null
00:04:45:320,4.748,0.497,1.9,1.9,null
00:04:45:330,4.748,0.497,1.9,1.9,null
00:04:45:340,4.748,0.497,1.9,1.9,null
00:04:45:350,4.748,0.497,1.9,1.9,null
00:04:45:360,4.748,0.497,1.9,1.9,null
00:04:45:370,4.748,0.497,1.9,1.9,null
00:04:45:380,4.748,0.497,1.9,1.9,null
00:04:45:390,4.748,0.497,1.9,1.9,null
00:04:45:400,4.748,0.497,1.9,1.9,null
00:04:45:410,4.748,0.497,1.9,1.9,null
00:04:45:420,4.748,0.497,1.9,1.9,null
00:04:45:430,4.748,0.497,1.9,1.9,null
00:04:45:440,4.748,0.497,1.9,1.9,null
00:04:45:450,4.748,0.497,1.9,1.9,null
00:04:45:460,4.748,0.497,1.9,1.9,null
00:04:45:470,4.748,0.497,1.9,1.9,null
00:04:45:480,4.748,0.497,1.9,1.9,null
00:04:45:490,4.748,0.497,1.9,1.9,null
00:04:45:500,4.748,0.497,1.9,1.9,null
00:04:45:510,4.748,0.497,1.9,1.9,null
00:04:45:520,4.748,0.497,1.9,1.9,null
00:04:45:530,4.748,0.497,1.9,1.9,null
00:04:45:540,4.748,0.497,1.9,1.9,null
00:04:45:550,4.748,0.497,1.9,1.9,null
00:04:45:560,4.748,0.497,1.9,1.9,null
00:04:45:570,4.748,0.497,1.9,1.9,null
00:04:45:580,4.748,0.497,1.9,1.9,null
00:04:45:590,4.748,0.498,1.9,1.9,null
00:04:45:600,4.748,0.498,1.9,1.9,null
00:04:45:610,4.748,0.498,1.9,1.9,null
00:04:45:620,4.748,0.498,1.9,1.9,null
00:04:45:630,4.748,0.498,1.9,1.9,null
00:04:45:640,4.748,0.498,1.9,1.9,null
00:04:45:650,4.748,0.498,1.9,1.9,null
00:04:45:660,4.748,0.498,1.9,1.9,null
00:04:45:670,4.748,0.498,1.9,1.9,null
00:04:45:680,4.748,0.498,1.9,1.9,null
00:04:45:690,4.748,0.498,1.9,1.9,null
00:04:45:700,4.748,0.498,1.9,1.9,null
00:04:45:710,4.748,0.498,1.9,1.9,null
00:04:45:720,4.748,0.498,1.9,1.9,null
00:04:45:730,4.748,0.498,1.9,1.9,null
00:04:45:740,4.748,0.498,1.9,1.9,null
00:04:45:750,4.748,0.498,1.9,1.9,null
00:04:45:760,4.748,0.498,1.9,1.9,null
00:04:45:770,4.748,0.498,1.9,1.9,null
00:04:45:780,4.748,0.498,1.9,1.9,null
00:04:45:790,4.748,0.498,1.9,1.9,null
00:04:45:800,4.748,0.498,1.9,1.9,null
00:04:45:810,4.748,0.498,1.9,1.9,null
00:04:45:820,4.748,0.498,1.9,1.9,null
00:04:45:830,4.748,0.498,1.9,1.9,null
00:04:45:840,4.748,0.498,1.9,1.9,null
00:04:45:850,4.748,0.498,1.9,1.9,null
00:04:45:860,4.748,0.498,1.9,1.9,null
00:04:45:870,4.748,0.498,1.9,1.9,null
00:04:45:880,4.748,0.498,1.9,1.9,null
00:04:45:890,4.748,0.498,1.9,1.9,null
00:04:45:900,4.748,0.498,1.9,1.9,null
00:04:45:910,4.748,0.498,1.9,1.9,null
00:04:45:920,4.748,0.498,1.9,1.9,null
00:04:45:930,4.748,0.498,1.9,1.9,null
00:04:45:940,4.748,0.498,1.9,1.9,null
00:04:45:950,4.748,0.498,1.9,1.9,null
00:04:45:960,4.748,0.498,1.9,1.9,null
00:04:45:970,4.748,0.498,1.9,1.9,null
00:04:45:980,4.748,0.498,1.9,1.9,null
00:04:45:990,4.748,0.498,1.9,1.9,null
00:04:46:000,4.748,0.498,1.9,1.9,null
00:04:46:010,4.748,0.498,1.9,1.9,null
00:04:46:020,4.748,0.498,1.9,1.9,null
00:04:46:030,4.748,0.498,1.9,1.9,null
00:04:46:040,4.748,0.498,1.9,1.9,null
00:04:46:050,4.748,0.498,1.9,1.9,null
00:04:46:060,4.748,0.498,1.9,1.9,null
00:04:46:070,4.748,0.498,1.9,1.9,null
00:04:46:080,4.748,0.498,1.9,1.9,null
00:04:46:090,4.748,0.498,1.9,1.9,null
00:04:46:100,4.748,0.498,1.9,1.9,null
00:04:46:110,4.748,0.498,1.9,1.9,null
00:04:46:120,4.748,0.498,1.9,1.9,null
00:04:46:130,4.748,0.498,1.9,1.9,null
00:04:46:140,4.748,0.498,1.9,1.9,null
00:04:46:150,4.748,0.498,1.9,1.9,null
00:04:46:160,4.748,0.498,1.9,1.9,null
00:04:46:170,4.748,0.498,1.9,1.9,null
00:04:46:180,4.748,0.498,1.9,1.9,null
00:04:46:190,4.748,0.498,1.9,1.9,null
00:04:46:200,4.748,0.498,1.9,1.9,null
00:04:46:210,4.748,0.498,1.9,1.9,null
00:04:46:220,4.748,0.498,1.9,1.9,null
00:04:46:230,4.748,0.498,1.9,1.9,null
00:04:46:240,4.748,0.498,1.9,1.9,null
00:04:46:250,4.748,0.498,1.9,1.9,null
00:04:46:260,4.748,0.498,1.9,1.9,null
00:04:46:270,4.748,0.498,1.9,1.9,null
00:04:46:280,4.748,0.498,1.9,1.9,null
00:04:46:290,4.748,0.498,1.9,1.9,null
00:04:46:300,4.748,0.498,1.9,1.9,null
00:04:46:310,4.748,0.498,1.9,1.9,null
00:04:46:320,4.748,0.498,1.9,1.9,null
00:04:46:330,4.748,0.498,1.9,1.9,null
00:04:46:340,4.748,0.498,1.9,1.9,null
00:04:46:350,4.748,0.498,1.9,1.9,null
00:04:46:360,4.748,0.498,1.9,1.9,null
00:04:46:370,4.748,0.498,1.9,1.9,null
00:04:46:380,4.748,0.498,1.9,1.9,null
00:04:46:390,4.748,0.498,1.9,1.9,null
00:04:46:400,4.748,0.498,1.9,1.9,null
00:04:46:410,4.748,0.498,1.9,1.9,null
00:04:46:420,4.748,0.498,1.9,1.9,null
00:04:46:430,4.748,0.498,1.9,1.9,null
00:04:46:440,4.748,0.498,1.9,1.9,null
00:04:46:450,4.748,0.498,1.9,1.9,null
00:04:46:460,4.748,0.498,1.9,1.9,null
00:04:46:470,4.748,0.498,1.9,1.9,null
00:04:46:480,4.748,0.498,1.9,1.9,null
00:04:46:490,4.748,0.498,1.9,1.9,null
00:04:46:500,4.748,0.497,1.9,1.9,null
00:04:46:510,4.748,0.497,1.9,1.9,null
00:04:46:520,4.748,0.497,1.9,1.9,null
00:04:46:530,4.748,0.497,1.9,1.9,null
00:04:46:540,4.748,0.497,1.9,1.9,null
00:04:46:550,4.748,0.497,1.9,1.9,null
00:04:46:560,4.748,0.497,1.9,1.9,null
00:04:46:570,4.748,0.497,1.9,1.9,null
00:04:46:580,4.748,0.497,1.9,1.9,null
00:04:46:590,4.748,0.497,1.9,1.9,null
00:04:46:600,4.748,0.497,1.9,1.9,null
00:04:46:610,4.748,0.497,1.9,1.9,null
00:04:46:620,4.748,0.497,1.9,1.9,null
00:04:46:630,4.748,0.497,1.9,1.9,null
00:04:46:640,4.748,0.497,1.9,1.9,null
00:04:46:650,4.748,0.497,1.9,1.9,null
00:04:46:660,4.748,0.497,1.9,1.9,null
00:04:46:670,4.748,0.497,1.9,1.9,null
00:04:46:680,4.748,0.497,1.9,1.9,null
00:04:46:690,4.748,0.497,1.9,1.9,null
00:04:46:700,4.748,0.497,1.9,1.9,null
00:04:46:710,4.748,0.497,1.9,1.9,null
00:04:46:720,4.748,0.497,1.9,1.9,null
00:04:46:730,4.748,0.497,1.9,1.9,null
00:04:46:740,4.748,0.497,1.9,1.9,null
00:04:46:750,4.748,0.497,1.9,1.9,null
00:04:46:760,4.748,0.497,1.9,1.9,null
00:04:46:770,4.748,0.497,1.9,1.9,null
00:04:46:780,4.748,0.497,1.9,1.9,null
00:04:46:790,4.748,0.497,1.9,1.9,null
00:04:46:800,4.749,0.497,1.9,1.9,null
00:04:46:810,4.749,0.497,1.9,1.9,null
00:04:46:820,4.749,0.497,1.9,1.9,null
00:04:46:830,4.749,0.497,1.9,1.9,null
00:04:46:840,4.749,0.497,1.9,1.9,null
00:04:46:850,4.749,0.497,1.9,1.9,null
00:04:46:860,4.749,0.497,1.9,1.9,null
00:04:46:870,4.749,0.497,1.9,1.9,null
00:04:46:880,4.749,0.497,1.9,1.9,null
00:04:46:890,4.749,0.497,1.9,1.9,null
00:04:46:900,4.749,0.497,1.9,1.9,null
00:04:46:910,4.749,0.497,1.9,1.9,null
00:04:46:920,4.749,0.497,1.9,1.9,null
00:04:46:930,4.749,0.497,1.9,1.9,null
00:04:46:940,4.749,0.497,1.9,1.9,null
00:04:46:950,4.749,0.497,1.9,1.9,null
00:04:46:960,4.749,0.497,1.9,1.9,null
00:04:46:970,4.749,0.497,1.9,1.9,null
00:04:46:980,4.749,0.497,1.9,1.9,null
00:04:46:990,4.749,0.497,1.9,1.9,null
00:04:47:000,4.749,0.497,1.9,1.9,null
00:04:47:010,4.749,0.497,1.9,1.9,null
00:04:47:020,4.749,0.497,1.9,1.9,null
00:04:47:030,4.749,0.497,1.9,1.9,null
00:04:47:040,4.749,0.497,1.9,1.9,null
00:04:47:050,4.749,0.497,1.9,1.9,null
00:04:47:060,4.749,0.497,1.9,1.9,null
00:04:47:070,4.749,0.497,1.9,1.9,null
00:04:47:080,4.749,0.497,1.9,1.9,null
00:04:47:090,4.749,0.497,1.9,1.9,null
00:04:47:100,4.749,0.497,1.9,1.9,null
00:04:47:110,4.749,0.497,1.9,1.9,null
00:04:47:120,4.749,0.497,1.9,1.9,null
00:04:47:130,4.749,0.497,1.9,1.9,null
00:04:47:140,4.749,0.497,1.9,1.9,null
00:04:47:150,4.749,0.497,1.9,1.9,null
00:04:47:160,4.749,0.497,1.9,1.9,null
00:04:47:170,4.749,0.497,1.9,1.9,null
00:04:47:180,4.749,0.497,1.9,1.9,null
00:04:47:190,4.749,0.497,1.9,1.9,null
00:04:47:200,4.749,0.497,1.9,1.9,null
00:04:47:210,4.749,0.497,1.9,1.9,null
00:04:47:220,4.749,0.497,1.9,1.9,null
00:04:47:230,4.749,0.497,1.9,1.9,null
00:04:47:240,4.749,0.497,1.9,1.9,null
00:04:47:250,4.749,0.497,1.9,1.9,null
00:04:47:260,4.749,0.497,1.9,1.9,null
00:04:47:270,4.749,0.497,1.9,1.9,null
00:04:47:280,4.749,0.497,1.9,1.9,null
00:04:47:290,4.749,0.497,1.9,1.9,null
00:04:47:300,4.749,0.497,1.9,1.9,null
00:04:47:310,4.749,0.497,1.9,1.9,null
00:04:47:320,4.749,0.497,1.9,1.9,null
00:04:47:330,4.749,0.497,1.9,1.9,null
00:04:47:340,4.749,0.497,1.9,1.9,null
00:04:47:350,4.749,0.497,1.9,1.9,null
00:04:47:360,4.749,0.497,1.9,1.9,null
00:04:47:370,4.749,0.497,1.9,1.9,null
00:04:47:380,4.749,0.497,1.9,1.9,null
00:04:47:390,4.749,0.497,1.9,1.9,null
00:04:47:400,4.748,0.498,1.9,1.9,null
00:04:47:410,4.748,0.498,1.9,1.9,null
00:04:47:420,4.748,0.498,1.9,1.9,null
00:04:47:430,4.748,0.498,1.9,1.9,null
00:04:47:440,4.748,0.498,1.9,1.9,null
00:04:47:450,4.748,0.498,1.9,1.9,null
00:04:47:460,4.748,0.498,1.9,1.9,null
00:04:47:470,4.748,0.498,1.9,1.9,null
00:04:47:480,4.748,0.498,1.9,1.9,null
00:04:47:490,4.748,0.498,1.9,1.9,null
00:04:47:500,4.748,0.498,1.9,1.9,null
00:04:47:510,4.748,0.498,1.9,1.9,null
00:04:47:520,4.748,0.498,1.9,1.9,null
00:04:47:530,4.748,0.498,1.9,1.9,null
00:04:47:540,4.748,0.498,1.9,1.9,null
00:04:47:550,4.748,0.498,1.9,1.9,null
00:04:47:560,4.748,0.498,1.9,1.9,null
00:04:47:570,4.748,0.498,1.9,1.9,null
00:04:47:580,4.748,0.498,1.9,1.9,null
00:04:47:590,4.748,0.498,1.9,1.9,null
00:04:47:600,4.748,0.498,1.9,1.9,null
00:04:47:610,4.748,0.498,1.9,1.9,null
00:04:47:620,4.748,0.498,1.9,1.9,null
00:04:47:630,4.748,0.498,1.9,1.9,null
00:04:47:640,4.748,0.498,1.9,1.9,null
00:04:47:650,4.748,0.498,1.9,1.9,null
00:04:47:660,4.748,0.498,1.9,1.9,null
00:04:47:670,4.748,0.498,1.9,1.9,null
00:04:47:680,4.748,0.498,1.9,1.9,null
00:04:47:690,4.748,0.498,1.9,1.9,null
00:04:47:700,4.748,0.498,1.9,1.9,null
00:04:47:710,4.748,0.498,1.9,1.9,null
00:04:47:720,4.748,0.498,1.9,1.9,null
00:04:47:730,4.748,0.498,1.9,1.9,null
00:04:47:740,4.748,0.498,1.9,1.9,null
00:04:47:750,4.748,0.498,1.9,1.9,null
00:04:47:760,4.748,0.498,1.9,1.9,null
00:04:47:770,4.748,0.498,1.9,1.9,null
00:04:47:780,4.748,0.498,1.9,1.9,null
00:04:47:790,4.748,0.498,1.9,1.9,null
00:04:47:800,4.748,0.498,1.9,1.9,null
00:04:47:810,4.748,0.498,1.9,1.9,null
00:04:47:820,4.748,0.498,1.9,1.9,null
00:04:47:830,4.748,0.498,1.9,1.9,null
00:04:47:840,4.748,0.498,1.9,1.9,null
00:04:47:850,4.748,0.498,1.9,1.9,null
00:04:47:860,4.748,0.498,1.9,1.9,null
00:04:47:870,4.748,0.498,1.9,1.9,null
00:04:47:880,4.748,0.498,1.9,1.9,null
00:04:47:890,4.748,0.498,1.9,1.9,null
00:04:47:900,4.748,0.498,1.9,1.9,null
00:04:47:910,4.748,0.498,1.9,1.9,null
00:04:47:920,4.748,0.498,1.9,1.9,null
00:04:47:930,4.748,0.498,1.9,1.9,null
00:04:47:940,4.748,0.498,1.9,1.9,null
00:04:47:950,4.748,0.498,1.9,1.9,null
00:04:47:960,4.748,0.498,1.9,1.9,null
00:04:47:970,4.748,0.498,1.9,1.9,null
00:04:47:980,4.748,0.498,1.9,1.9,null
00:04:47:990,4.748,0.498,1.9,1.9,null
00:04:48:000,4.748,0.499,1.9,1.9,null
00:04:48:010,4.748,0.499,1.9,1.9,null
00:04:48:020,4.748,0.499,1.9,1.9,null
00:04:48:030,4.748,0.499,1.9,1.9,null
00:04:48:040,4.748,0.499,1.9,1.9,null
00:04:48:050,4.748,0.499,1.9,1.9,null
00:04:48:060,4.748,0.499,1.9,1.9,null
00:04:48:070,4.748,0.499,1.9,1.9,null
00:04:48:080,4.748,0.499,1.9,1.9,null
00:04:48:090,4.748,0.499,1.9,1.9,null
00:04:48:100,4.748,0.499,1.9,1.9,null
00:04:48:110,4.748,0.499,1.9,1.9,null
00:04:48:120,4.748,0.499,1.9,1.9,null
00:04:48:130,4.748,0.499,1.9,1.9,null
00:04:48:140,4.748,0.499,1.9,1.9,null
00:04:48:150,4.748,0.499,1.9,1.9,null
00:04:48:160,4.748,0.499,1.9,1.9,null
00:04:48:170,4.748,0.499,1.9,1.9,null
00:04:48:180,4.748,0.499,1.9,1.9,null
00:04:48:190,4.748,0.499,1.9,1.9,null
00:04:48:200,4.748,0.499,1.9,1.9,null
00:04:48:210,4.748,0.499,1.9,1.9,null
00:04:48:220,4.748,0.499,1.9,1.9,null
00:04:48:230,4.748,0.499,1.9,1.9,null
00:04:48:240,4.748,0.499,1.9,1.9,null
00:04:48:250,4.748,0.499,1.9,1.9,null
00:04:48:260,4.748,0.499,1.9,1.9,null
00:04:48:270,4.748,0.499,1.9,1.9,null
00:04:48:280,4.748,0.499,1.9,1.9,null
00:04:48:290,4.748,0.499,1.9,1.9,null
00:04:48:300,4.748,0.498,1.9,1.9,null
00:04:48:310,4.748,0.498,1.9,1.9,null
00:04:48:320,4.748,0.498,1.9,1.9,null
00:04:48:330,4.748,0.498,1.9,1.9,null
00:04:48:340,4.748,0.498,1.9,1.9,null
00:04:48:350,4.748,0.498,1.9,1.9,null
00:04:48:360,4.748,0.498,1.9,1.9,null
00:04:48:370,4.748,0.498,1.9,1.9,null
00:04:48:380,4.748,0.498,1.9,1.9,null
00:04:48:390,4.748,0.498,1.9,1.9,null
00:04:48:400,4.748,0.498,1.9,1.9,null
00:04:48:410,4.748,0.498,1.9,1.9,null
00:04:48:420,4.748,0.498,1.9,1.9,null
00:04:48:430,4.748,0.498,1.9,1.9,null
00:04:48:440,4.748,0.498,1.9,1.9,null
00:04:48:450,4.748,0.498,1.9,1.9,null
00:04:48:460,4.748,0.498,1.9,1.9,null
00:04:48:470,4.748,0.498,1.9,1.9,null
00:04:48:480,4.748,0.498,1.9,1.9,null
00:04:48:490,4.748,0.498,1.9,1.9,null
00:04:48:500,4.748,0.498,1.9,1.9,null
00:04:48:510,4.748,0.498,1.9,1.9,null
00:04:48:520,4.748,0.498,1.9,1.9,null
00:04:48:530,4.748,0.498,1.9,1.9,null
00:04:48:540,4.748,0.498,1.9,1.9,null
00:04:48:550,4.748,0.498,1.9,1.9,null
00:04:48:560,4.748,0.498,1.9,1.9,null
00:04:48:570,4.748,0.498,1.9,1.9,null
00:04:48:580,4.748,0.498,1.9,1.9,null
00:04:48:590,4.748,0.498,1.9,1.9,null
00:04:48:600,4.748,0.498,1.9,1.9,null
00:04:48:610,4.749,0.497,1.9,1.9,null
00:04:48:620,4.749,0.497,1.9,1.9,null
00:04:48:630,4.749,0.497,1.9,1.9,null
00:04:48:640,4.749,0.497,1.9,1.9,null
00:04:48:650,4.749,0.497,1.9,1.9,null
00:04:48:660,4.749,0.497,1.9,1.9,null
00:04:48:670,4.749,0.497,1.9,1.9,null
00:04:48:680,4.749,0.497,1.9,1.9,null
00:04:48:690,4.749,0.497,1.9,1.9,null
00:04:48:700,4.749,0.497,1.9,1.9,null
00:04:48:710,4.749,0.497,1.9,1.9,null
00:04:48:720,4.749,0.497,1.9,1.9,null
00:04:48:730,4.749,0.497,1.9,1.9,null
00:04:48:740,4.749,0.497,1.9,1.9,null
00:04:48:750,4.749,0.497,1.9,1.9,null
00:04:48:760,4.749,0.497,1.9,1.9,null
00:04:48:770,4.749,0.497,1.9,1.9,null
00:04:48:780,4.749,0.497,1.9,1.9,null
00:04:48:790,4.749,0.497,1.9,1.9,null
00:04:48:800,4.749,0.497,1.9,1.9,null
00:04:48:810,4.749,0.497,1.9,1.9,null
00:04:48:820,4.749,0.497,1.9,1.9,null
00:04:48:830,4.749,0.497,1.9,1.9,null
00:04:48:840,4.749,0.497,1.9,1.9,null
00:04:48:850,4.749,0.497,1.9,1.9,null
00:04:48:860,4.749,0.497,1.9,1.9,null
00:04:48:870,4.749,0.497,1.9,1.9,null
00:04:48:880,4.749,0.497,1.9,1.9,null
00:04:48:890,4.749,0.497,1.9,1.9,null
00:04:48:900,4.749,0.497,1.9,1.9,null
00:04:48:910,4.749,0.497,1.9,1.9,null
00:04:48:920,4.749,0.497,1.9,1.9,null
00:04:48:930,4.749,0.497,1.9,1.9,null
00:04:48:940,4.749,0.497,1.9,1.9,null
00:04:48:950,4.749,0.497,1.9,1.9,null
00:04:48:960,4.749,0.497,1.9,1.9,null
00:04:48:970,4.749,0.497,1.9,1.9,null
00:04:48:980,4.749,0.497,1.9,1.9,null
00:04:48:990,4.749,0.497,1.9,1.9,null
00:04:49:000,4.749,0.497,1.9,1.9,null
00:04:49:010,4.749,0.497,1.9,1.9,null
00:04:49:020,4.749,0.497,1.9,1.9,null
00:04:49:030,4.749,0.497,1.9,1.9,null
00:04:49:040,4.749,0.497,1.9,1.9,null
00:04:49:050,4.749,0.497,1.9,1.9,null
00:04:49:060,4.749,0.497,1.9,1.9,null
00:04:49:070,4.749,0.497,1.9,1.9,null
00:04:49:080,4.749,0.497,1.9,1.9,null
00:04:49:090,4.749,0.497,1.9,1.9,null
00:04:49:100,4.749,0.497,1.9,1.9,null
00:04:49:110,4.749,0.497,1.9,1.9,null
00:04:49:120,4.749,0.497,1.9,1.9,null
00:04:49:130,4.749,0.497,1.9,1.9,null
00:04:49:140,4.749,0.497,1.9,1.9,null
00:04:49:150,4.749,0.497,1.9,1.9,null
00:04:49:160,4.749,0.497,1.9,1.9,null
00:04:49:170,4.749,0.497,1.9,1.9,null
00:04:49:180,4.749,0.497,1.9,1.9,null
00:04:49:190,4.749,0.497,1.9,1.9,null
00:04:49:200,4.749,0.497,1.9,1.9,null
00:04:49:210,4.748,0.497,1.9,1.9,null
00:04:49:220,4.748,0.497,1.9,1.9,null
00:04:49:230,4.748,0.497,1.9,1.9,null
00:04:49:240,4.748,0.497,1.9,1.9,null
00:04:49:250,4.748,0.497,1.9,1.9,null
00:04:49:260,4.748,0.497,1.9,1.9,null
00:04:49:270,4.748,0.497,1.9,1.9,null
00:04:49:280,4.748,0.497,1.9,1.9,null
00:04:49:290,4.748,0.497,1.9,1.9,null
00:04:49:300,4.748,0.497,1.9,1.9,null
00:04:49:310,4.748,0.497,1.9,1.9,null
00:04:49:320,4.748,0.497,1.9,1.9,null
00:04:49:330,4.748,0.497,1.9,1.9,null
00:04:49:340,4.748,0.497,1.9,1.9,null
00:04:49:350,4.748,0.497,1.9,1.9,null
00:04:49:360,4.748,0.497,1.9,1.9,null
00:04:49:370,4.748,0.497,1.9,1.9,null
00:04:49:380,4.748,0.497,1.9,1.9,null
00:04:49:390,4.748,0.497,1.9,1.9,null
00:04:49:400,4.748,0.497,1.9,1.9,null
00:04:49:410,4.748,0.497,1.9,1.9,null
00:04:49:420,4.748,0.497,1.9,1.9,null
00:04:49:430,4.748,0.497,1.9,1.9,null
00:04:49:440,4.748,0.497,1.9,1.9,null
00:04:49:450,4.748,0.497,1.9,1.9,null
00:04:49:460,4.748,0.497,1.9,1.9,null
00:04:49:470,4.748,0.497,1.9,1.9,null
00:04:49:480,4.748,0.497,1.9,1.9,null
00:04:49:490,4.748,0.497,1.9,1.9,null
00:04:49:500,4.748,0.497,1.9,1.9,null
00:04:49:510,4.748,0.498,1.9,1.9,null
00:04:49:520,4.748,0.498,1.9,1.9,null
00:04:49:530,4.748,0.498,1.9,1.9,null
00:04:49:540,4.748,0.498,1.9,1.9,null
00:04:49:550,4.748,0.498,1.9,1.9,null
00:04:49:560,4.748,0.498,1.9,1.9,null
00:04:49:570,4.748,0.498,1.9,1.9,null
00:04:49:580,4.748,0.498,1.9,1.9,null
00:04:49:590,4.748,0.498,1.9,1.9,null
00:04:49:600,4.748,0.498,1.9,1.9,null
00:04:49:610,4.748,0.498,1.9,1.9,null
00:04:49:620,4.748,0.498,1.9,1.9,null
00:04:49:630,4.748,0.498,1.9,1.9,null
00:04:49:640,4.748,0.498,1.9,1.9,null
